MO01506 1_628700               41.853   14.212  773 Mol prec temp dirv velv umid txtn pres
MO01507 2_271200               41.519   14.138  212 Mol prec temp dirv velv umid txtn pres
MO01508 2_272800               41.609   14.251  468 Mol prec temp dirv velv umid txtn pres
MO01509 2_273600               41.700   14.185  672 Mol prec temp dirv velv umid txtn pres
MO01510 2_273800               41.625   14.141  614 Mol prec temp dirv velv umid txtn pres
