IDStazione Regione Latitudine Longitudine TimeLead Osservazione
1_741600 abruzzo 42.333973 13.8625 2020091 48.60009599999999
1_741500 abruzzo 42.341827 14.111851999999999 2020091 55.400143
1_456800 abruzzo 42.174721000000005 13.954722 2020091 23.200012
1_742800 abruzzo 42.773331 13.667647 2020091 58.999998
1_200061262 abruzzo 42.123405 14.361025 2020091 73.20000300000001
1_628700 molise 41.854324 14.211220999999998 2020091 11.4
1_628600 abruzzo 41.751709000000005 14.093729000000002 2020091 108.80000000000003
1_628300 abruzzo 41.917621999999994 13.871839000000001 2020091 106.60000000000001
1_200061277 sicilia 37.62978 13.757798000000001 2020091 53.800000000000004
1_200061278 sicilia 37.296661 14.21284 2020091 30.799999
1_200061279 sicilia 37.318771000000005 14.725554 2020091 25.0
1_200061280 sicilia 37.642639 15.048522 2020091 88.99999499999998
1_200061281 sicilia 38.105526 14.785688 2020091 40.19
1_200061282 sicilia 38.139404 15.018741 2020091 49.400000000000006
1_200061283 sicilia 37.903328 13.100603999999999 2020091 47.599999
1_200061284 sicilia 38.024788 13.259146 2020091 80.58000000000001
1_200061285 sicilia 37.816208 14.194198000000002 2020091 62.989999000000005
1_200061286 sicilia 36.75956 14.675982999999999 2020091 26.4
1_200061287 sicilia 37.248622999999995 15.142567000000001 2020091 173.779992
1_200061288 sicilia 37.854591 12.879963 2020091 118.389992
1_200061289 sicilia 37.977375 15.260198999999998 2020091 47.60000000000001
1_200061349 sicilia 38.053699 13.255334 2020091 102.200003
1_594700 sicilia 37.980625 13.850264000000001 2020091 60.299995999999986
1_200061350 sicilia 37.201279 13.76123 2020091 31.8
1_200061351 sicilia 36.884563 15.082920000000001 2020091 33.4
1_761200 abruzzo 42.77861 13.705276999999999 2020091 35.199948
1_200060776 toscana 44.045189 10.06006 2020091 88.199999
1_200061243 toscana 44.118111 10.609639999999999 2020091 92.399999
1_200061092 toscana 44.047379 11.389330000000001 2020091 74.20000000000002
1_200061076 toscana 43.204319 10.88057 2020091 146.400001
1_200061249 toscana 43.579189 11.90647 2020091 122.39999799999998
1_200061254 toscana 43.654671 11.396419999999999 2020091 121.39999499999999
1_200060964 ? 43.546188 10.29964 2020091 108.99999599999998
1_200060987 toscana 43.400002 10.47 2020091 126.39999799999998
1_200061250 toscana 43.139252 11.17806 2020091 139.789997
1_200061260 toscana 42.994049 10.64339 2020091 114.78999700000001
1_200061142 toscana 42.854591 11.555860000000001 2020091 125.599998
1_200061239 toscana 42.854599 11.55587 2020091 43.60000000000001
1_200061253 toscana 43.933471999999995 10.61317 2020091 37.8
1_200061384 toscana 43.7743 11.182319999999999 2020091 45.599999
1_200061414 toscana 43.876862 11.44753 2020091 74.99999999999999
1_200061403 toscana 44.013309 10.89775 2020091 70.199999
1_200061362 toscana 43.94833 11.61778 2020091 70.0
1_200061388 toscana 42.869171 11.167060000000001 2020091 76.999998
1_200061390 toscana 43.001431 11.222660000000001 2020091 109.19999900000002
1_200061371 toscana 43.472321 10.564910000000001 2020091 121.399998
1_200061424 toscana 43.410419 10.57283 2020091 111.59999899999998
1_200061407 toscana 43.174358000000005 11.54383 2020091 92.589999
1_200061374 toscana 43.43623 11.3461 2020091 76.99999799999999
1_200061393 toscana 42.933102000000005 10.7654 2020091 77.599997
1_200061357 toscana 42.782211 10.269160000000001 2020091 106.990001
1_200061366 toscana 42.358379 10.9067 2020091 67.599997
1_200061402 toscana 42.3325 10.2911 2020091 24.199999999999996
1_200061392 toscana 43.112728000000004 11.7937 2020091 94.189999
1_200061368 toscana 43.473122 11.28844 2020091 69.2
1_200061359 toscana 43.291382 11.07115 2020091 74.599997
1_200061381 toscana 43.262589 11.695260000000001 2020091 89.40000100000003
1_200061361 toscana 43.61919 11.65297 2020091 83.599999
1_200061370 toscana 44.25 9.969 2020091 69.2
1_200061372 toscana 43.986 11.39 2020091 29.4
1_200061423 toscana 42.79575 10.36011 2020091 98.79999699999999
1_200061369 toscana 43.02734 11.58211 2020091 85.189999
1_200061419 toscana 42.960751 11.61779 2020091 105.189998
1_200061397 toscana 43.08453 11.84632 2020091 148.19999900000002
1_200061389 toscana 44.20013 10.35982 2020091 105.00000000000001
1_200061387 toscana 44.369431 9.89276 2020091 72.19
1_200061354 toscana 43.831638 11.701310000000001 2020091 113.59999699999999
1_200061415 toscana 43.673302 12.101230000000001 2020091 164.779997
1_200061399 toscana 43.36993 11.42334 2020091 96.98999800000001
1_200061406 toscana 42.795738 10.3601 2020091 87.199999
1_200061412 toscana 43.533660999999995 11.74436 2020091 122.189999
1_200061404 toscana 43.02734 11.58211 2020091 113.39999999999999
1_200061409 toscana 43.09108 11.43854 2020091 82.00000000000001
1_200061400 toscana 43.209 11.18 2020091 138.389996
1_200061394 toscana 42.882979999999996 11.661589999999999 2020091 156.189995
1_200061410 toscana 42.79575 10.36011 2020091 61.4
1_200061417 toscana 42.79575 10.36011 2020091 93.799998
1_200061378 toscana 44.091060999999996 10.10337 2020091 81.799997
1_200061068 toscana 42.405398999999996 11.391566000000001 2020091 81.999999
1_200061259 toscana 43.906013 10.592833 2020091 64.8
1_200061053 toscana 43.913681 10.501968 2020091 53.599998
1_761000 abruzzo 42.440109 13.915028 2020091 51.699943
1_761100 abruzzo 41.869637 14.454486 2020091 38.100092999999994
1_32700 trentino-alto-adige 46.19389 11.103056 2020091 91.60000000000001
1_33100 trentino-alto-adige 46.284442999999996 11.48 2020091 56.39999400000001
1_33200 trentino-alto-adige 46.393333 11.666667 2020091 54.600012
1_33300 trentino-alto-adige 46.349167 10.913611 2020091 72.80001700000001
1_105200 trentino-alto-adige 46.042221000000005 11.309167 2020091 42.400016
1_130900 trentino-alto-adige 46.073612 11.471666 2020091 41.600006
1_144500 trentino-alto-adige 46.003056 11.318334 2020091 38.800007
1_144600 trentino-alto-adige 46.054165000000005 11.46 2020091 47.600006
1_144700 trentino-alto-adige 46.004444 11.644722 2020091 66.399994
1_144800 trentino-alto-adige 46.174168 11.83 2020091 64.400024
1_145000 trentino-alto-adige 46.311668 10.761666 2020091 56.599990999999996
1_145100 trentino-alto-adige 46.076389 11.276389 2020091 29.800018
1_145300 trentino-alto-adige 45.867779 11.171389 2020091 29.399994
1_145400 trentino-alto-adige 45.794998 11.100833 2020091 46.199996999999996
1_145500 trentino-alto-adige 45.88139 11.021944 2020091 51.799988
1_145700 trentino-alto-adige 45.735279 10.956944 2020091 84.199982
1_146000 trentino-alto-adige 46.102222 10.739445 2020091 77.99999999999999
1_146100 trentino-alto-adige 46.042778000000006 10.75 2020091 85.600006
1_146200 trentino-alto-adige 46.033333 10.946944 2020091 47.0
1_150100 trentino-alto-adige 46.160831 11.744722 2020091 83.200015
1_238000 trentino-alto-adige 45.88361 10.843889 2020091 40.199996999999996
1_238800 trentino-alto-adige 46.070278 11.115833 2020091 53.800005
1_380700 trentino-alto-adige 46.94278 12.081944 2020091 62.400000999999996
1_395400 trentino-alto-adige 46.500278 11.807777 2020091 78.799801
1_395600 trentino-alto-adige 46.474724 11.744444999999999 2020091 53.199213
1_395700 trentino-alto-adige 46.433887 11.733055 2020091 49.80028799999999
1_396500 trentino-alto-adige 46.242222 11.503055999999999 2020091 65.200197
1_397300 trentino-alto-adige 46.260277 11.338889 2020091 71.999994
1_397400 trentino-alto-adige 46.048332 11.404722 2020091 47.39844299999999
1_398000 trentino-alto-adige 46.241112 11.778334 2020091 110.00001199999998
1_398300 trentino-alto-adige 46.275002 10.826944000000001 2020091 94.400402
1_398900 trentino-alto-adige 46.320557 11.013889 2020091 64.600583
1_399200 trentino-alto-adige 46.237778000000006 11.054722 2020091 79.201178
1_399400 trentino-alto-adige 46.197224 11.678889 2020091 71.599616
1_399600 trentino-alto-adige 45.900276 11.114445 2020091 36.999999
1_400500 trentino-alto-adige 46.037224 10.87 2020091 53.401368
1_401000 trentino-alto-adige 45.861389 10.572778 2020091 63.601568
1_401100 trentino-alto-adige 45.817223 10.545555 2020091 58.19922999999999
1_402300 trentino-alto-adige 46.138054 11.118611 2020091 59.99999600000001
1_417600 trentino-alto-adige 46.219722999999995 11.873889 2020091 40.599614
1_498900 friuli-venezia-giulia 46.496113 13.686944 2020091 183.20019100000002
1_500200 friuli-venezia-giulia 45.855 12.7575 2020091 87.199221
1_500600 friuli-venezia-giulia 45.766388 13.404445 2020091 149.80077900000003
1_501400 friuli-venezia-giulia 46.528057000000004 13.012222 2020091 164.999997
1_547400 veneto 45.785767 11.894661 2020091 115.400025
1_631100 trentino-alto-adige 46.541668 10.990278 2020091 107.50000299999998
1_647700 friuli-venezia-giulia 46.24139 12.993055 2020091 169.000005
1_655100 veneto 46.447433000000004 12.250417 2020091 101.499993
1_655200 veneto 46.4422 12.245555 2020091 86.399899
1_701400 trentino-alto-adige 46.782222999999995 11.229445 2020091 93.200001
1_701500 trentino-alto-adige 46.900276 11.9475 2020091 88.79999899999999
1_701600 trentino-alto-adige 46.679165000000005 11.897778 2020091 52.39999999999999
1_701700 trentino-alto-adige 46.545555 11.768333 2020091 69.10000000000001
1_701800 trentino-alto-adige 46.513332 11.506111 2020091 95.900003
1_739300 veneto 46.556255 12.425937 2020091 127.800001
1_739400 veneto 46.576412 12.250071 2020091 111.0
1_739500 veneto 46.652153000000006 12.423971 2020091 101.80000000000003
1_739600 veneto 46.39415 12.356578 2020091 96.000001
1_739700 veneto 46.415442999999996 12.332341 2020091 107.600001
1_739800 veneto 45.98539 12.307604 2020091 78.2
1_747400 veneto 45.472091999999996 11.469225 2020091 51.4
1_200250901 toscana 43.842857 10.653959 2020091 53.6
1_200061140 ? 43.098259000000006 10.53686 2020091 143.599998
1_200250903 toscana 43.964828000000004 11.1472 2020091 145.99999300000002
1_200250904 toscana 43.871840999999996 10.24034 2020091 115.39999899999998
1_200250908 ? 40.084332 18.383551 2020091 111.20000200000003
1_200250914 abruzzo 42.029106 13.664551000000001 2020091 47.29992
1_200250913 abruzzo 42.096610999999996 13.37275 2020091 67.100032
1_200250921 abruzzo 42.041058 14.182444 2020091 56.80004900000001
1_200250922 abruzzo 42.050861 13.999861 2020091 39.199949
1_200250977 lazio 42.423611 12.203333 2020091 104.399896
1_200250981 lazio 42.423611 12.660833 2020091 129.999994
1_200250984 lazio 42.576111 12.203333 2020091 77.80028999999999
1_200250986 lazio 42.169445 11.7625 2020091 108.600093
1_200250996 lazio 41.610001000000004 13.169444 2020091 172.200194
1_200250999 lazio 41.762501 13.728610999999999 2020091 151.999999
1_200251001 lazio 42.321945 12.084723 2020091 97.800043
2_86200 piemonte 45.996613 7.982309 2020091 70.599605
2_133600 piemonte 45.034721000000005 7.243055 2020091 53.600581000000005
2_233200 basilicata 40.310001 16.751944 2020091 19.399994
2_283400 calabria 39.314724 16.782223000000002 2020091 19.999996
2_66500 emilia-romagna 44.513969 9.842065 2020091 53.799803
2_89500 piemonte 45.297501000000004 7.139167 2020091 83.60057700000002
2_325700 emilia-romagna 44.566944 10.466944999999999 2020091 37.200193000000006
2_292100 emilia-romagna 44.586945 9.4825 2020091 119.19922199999999
2_257600 piemonte 44.167221000000005 7.3394449999999996 2020091 43.201177
2_103400 friuli-venezia-giulia 46.183613 12.5525 2020091 150.00000500000002
2_168300 umbria 43.375 12.729167 2020091 207.400388
2_2700 lazio 41.915001000000004 12.474444 2020091 120.20000399999999
2_81100 umbria 42.826698 12.758922 2020091 77.19970699999999
2_200041445 marche 43.682522 12.798401 2020091 62.199999999999996
2_200041446 marche 43.827042 13.052616 2020091 61.2
2_200041447 marche 42.975516999999996 13.868751999999999 2020091 24.8
2_354500 umbria 42.995734999999996 12.583896000000001 2020091 88.99999799999998
2_81500 umbria 43.107201 12.4356 2020091 106.59960299999997
2_25200 umbria 42.895947 12.020922 2020091 104.59960399999999
2_25300 umbria 42.929961999999996 11.968689 2020091 82.200012
2_26400 umbria 43.305 12.419167 2020091 128.799777
2_26500 umbria 43.456665 12.238334 2020091 103.60008900000003
2_26600 umbria 43.3475 12.159166 2020091 120.19970300000001
2_30100 umbria 43.346668 12.565833 2020091 136.60057999999998
2_26700 umbria 43.113335 12.785 2020091 131.999997
2_26800 umbria 42.776943 12.405 2020091 90.40014299999999
2_26900 umbria 42.941944 12.288055 2020091 94.600095
2_27000 umbria 43.06102 12.541953999999999 2020091 96.20019300000001
2_79400 umbria 43.431946 12.461111 2020091 129.0
2_79200 umbria 43.177223 12.659722 2020091 176.39941300000004
2_165300 umbria 43.508057 12.231667 2020091 86.399899
2_79300 umbria 43.013889 12.273056 2020091 91.999996
2_79800 umbria 42.838055 12.3 2020091 73.000001
2_79600 umbria 42.8675 12.558333 2020091 135.399899
2_79700 umbria 42.802776 13.014722 2020091 114.80077999999997
2_79500 umbria 42.706944 12.505278 2020091 68.399901
2_79900 umbria 42.75 12.671111 2020091 99.60009399999998
2_165200 umbria 42.551109000000004 12.542778 2020091 116.40014400000001
2_109000 umbria 43.068054 12.698611 2020091 125.60058599999999
2_2486 marche 43.851784 12.786804 2020091 89.0
2_2487 marche 43.762566 12.967475 2020091 55.400000999999996
2_2499 marche 43.907581 12.897511 2020091 63.800000999999995
2_75281000 marche 43.871101 12.4956 2020091 81.39999999999999
2_2501 marche 43.8839 12.5289 2020091 95.600003
2_2506 marche 43.723301 12.6369 2020091 45.60000199999999
2_2509 marche 43.562038 12.430401 2020091 106.79999900000001
2_2510 marche 43.56863 12.84411 2020091 166.99999799999998
2_2511 marche 43.4711 12.7264 2020091 158.0
2_2512 marche 43.531898 13.23 2020091 68.00000100000001
2_2514 marche 43.890598 12.8694 2020091 76.39999799999998
2_2519 marche 43.435798999999996 13.3511 2020091 75.39999999999999
2_2520 marche 43.445599 13.1158 2020091 68.4
2_2521 marche 43.534698 13.0564 2020091 93.800003
2_2570 marche 43.497501 12.9367 2020091 63.6
2_2571 marche 43.16 13.4036 2020091 82.4
2_2577 marche 43.146099 13.0661 2020091 109.60000000000002
2_2586 marche 42.954201 13.5686 2020091 58.400001
2_2587 marche 42.9333 13.8892 2020091 30.000000000000007
2_2589 marche 42.8997 13.3253 2020091 8.8
2_2590 marche 42.962799 13.4897 2020091 80.599999
2_2593 marche 43.232609000000004 13.772234 2020091 32.599999999999994
2_111800 lombardia 46.041389 9.797222 2020091 175.99999599999998
2_131300 lombardia 46.477779 10.188889 2020091 80.80471099999998
2_146300 trentino-alto-adige 45.909626 10.618916 2020091 84.40000900000001
2_142200 friuli-venezia-giulia 46.04327 13.309595000000002 2020091 133.40001600000002
2_142300 friuli-venezia-giulia 45.896828 13.600012 2020091 196.600027
2_142400 friuli-venezia-giulia 46.093613 13.420834 2020091 141.599987
2_2594 marche 43.106097999999996 13.5986 2020091 95.00000100000001
2_2595 marche 43.157501 13.7144 2020091 68.200002
2_2597 marche 42.9436 13.1425 2020091 153.00000399999996
2_2598 marche 42.9911 13.2392 2020091 167.60000100000002
2_2601 marche 43.006699 13.2417 2020091 126.59999800000001
2_2605 marche 43.409401 13.4369 2020091 84.2
2_2607 marche 43.3158 13.1886 2020091 126.80000000000003
2_2611 umbria 43.406399 12.6589 2020091 175.80000399999997
2_2612 marche 43.310299 12.8242 2020091 207.40000600000002
2_2523 marche 43.388599 13.0417 2020091 135.400001
2_101000 friuli-venezia-giulia 45.828403 12.800166 2020091 110.39999399999999
2_101200 friuli-venezia-giulia 46.132168 12.893189 2020091 170.600002
2_103500 friuli-venezia-giulia 46.185555 12.481667 2020091 133.399995
2_103800 friuli-venezia-giulia 46.224167 12.795834 2020091 226.40001099999998
2_84000 friuli-venezia-giulia 45.942436 13.137889000000001 2020091 74.799984
2_84100 friuli-venezia-giulia 46.165279 13.259722 2020091 131.200012
2_220100 trentino-alto-adige 46.689999 11.135834 2020091 93.6
2_220300 trentino-alto-adige 46.421944 11.426666 2020091 71.4
2_220500 trentino-alto-adige 46.910831 11.306666 2020091 147.699999
2_221000 trentino-alto-adige 46.826946 12.244722 2020091 60.8
2_221300 trentino-alto-adige 46.686943 11.7725 2020091 110.700001
2_198600 molise 41.779724 14.546667000000001 2020091 42.200012
2_230700 friuli-venezia-giulia 46.438889 13.577778 2020091 246.000001
2_231300 friuli-venezia-giulia 46.404652 12.587452 2020091 110.400008
2_231500 friuli-venezia-giulia 46.352779 12.930555 2020091 220.00000800000004
2_100600 friuli-venezia-giulia 46.125759 12.819644 2020091 100.39999700000001
2_101100 friuli-venezia-giulia 45.997768 12.589947 2020091 128.00000400000002
2_204200 lombardia 45.665192 9.957918 2020091 79.799804
2_205800 lombardia 45.903332 8.742778 2020091 114.40038900000002
2_206100 lombardia 45.846111 8.890555 2020091 106.59960500000001
2_207000 emilia-romagna 44.310276 10.356667 2020091 93.20117699999999
2_208900 friuli-venezia-giulia 46.496666 13.596945000000002 2020091 114.40038999999999
2_209700 emilia-romagna 44.529446 10.489445 2020091 48.199704000000004
2_210300 emilia-romagna 44.267502 10.947222 2020091 58.19922
2_148200 umbria 43.105 12.371944000000001 2020091 102.599851
2_148000 umbria 43.284721000000005 12.530555999999999 2020091 170.799803
2_152000 umbria 42.949921 12.69172 2020091 129.399899
2_1800 lazio 42.0 12.372778 2020091 122.000003
2_1900 lazio 42.0 12.4575 2020091 100.200004
2_2000 lazio 41.965832 12.491389 2020091 128.40000100000003
2_2100 lazio 41.965832 12.406667 2020091 123.000001
2_2200 lazio 41.948890999999996 12.643888 2020091 154.800005
2_2300 lazio 41.948890999999996 12.491389 2020091 131.20000299999998
2_2400 lazio 41.931946 12.440555999999999 2020091 120.8
2_2500 lazio 41.931946 12.576111000000001 2020091 131.40000500000002
2_2600 lazio 41.931946 12.525278 2020091 151.800004
2_2800 lazio 41.898056 12.508333 2020091 137.60000399999998
2_2900 lazio 41.881111 12.423611 2020091 130.40000299999997
2_3000 lazio 41.881111 12.745556 2020091 117.99999900000003
2_3100 lazio 41.881111 12.491389 2020091 135.39999899999998
2_3200 lazio 41.864166 12.186389 2020091 129.600006
2_3300 lazio 41.881111 12.542222 2020091 111.60000299999999
2_3400 lazio 41.830276 12.491389 2020091 110.60000200000002
2_3500 lazio 41.830276 12.355833 2020091 125.39999900000002
2_3600 lazio 41.830276 12.423611 2020091 56.200003000000024
2_3700 lazio 41.762501 12.237223 2020091 133.400002
2_3800 lazio 41.779446 12.389722 2020091 105.000003
2_3900 lazio 41.762501 12.559167 2020091 122.00000500000002
2_4000 lazio 41.728611 12.288055 2020091 143.000004
2_153400 lazio 42.084721 12.271111 2020091 117.80000300000002
2_75000 umbria 43.106388 12.184444000000001 2020091 106.40014200000002
2_73800 umbria 43.16111 11.952778 2020091 192.99999300000002
2_74800 umbria 43.183334 12.141666 2020091 141.399893
2_97900 lombardia 46.461113 10.343333 2020091 88.79980200000001
2_97700 lombardia 46.025002 9.578889 2020091 259.199226
2_98000 lombardia 46.129166 10.148334 2020091 115.600585
2_103300 friuli-venezia-giulia 46.107777 12.531667 2020091 231.199992
2_281000 piemonte 45.986668 8.045834 2020091 50.400136999999994
2_103600 friuli-venezia-giulia 46.195278 12.624166 2020091 220.59961400000003
2_206700 liguria 44.488029 9.340174000000001 2020091 151.20118000000002
2_210600 emilia-romagna 44.640236 9.330031 2020091 76.599609
2_263000 abruzzo 42.775448 13.951910999999999 2020091 34.400004
2_263600 abruzzo 42.333488 13.779444 2020091 38.000001
2_263800 abruzzo 42.449622999999995 14.242365 2020091 32.200012
2_264000 molise 41.889998999999996 14.785832999999998 2020091 6.600006
2_264100 molise 42.003056 14.999444 2020091 19.000003000000003
2_264400 puglia 41.802223 15.156944000000001 2020091 30.600005999999997
2_263700 abruzzo 42.034492 14.368224 2020091 34.400009
2_263500 abruzzo 42.18996 14.099387 2020091 69.400009
2_282900 calabria 39.043335 16.758888 2020091 15.200194000000002
2_263400 abruzzo 42.346138 13.945333999999999 2020091 45.800003000000004
2_263200 abruzzo 42.099861 14.698392000000002 2020091 21.000000000000004
2_263900 molise 41.742222 14.383056 2020091 66.40000900000001
2_264300 molise 41.600555 14.443334 2020091 75.00001499999999
2_263100 abruzzo 42.536137 13.406388 2020091 69.20000100000001
2_264200 molise 41.700001 14.925555 2020091 39.200012
2_212300 emilia-romagna 44.506668 9.988611 2020091 65.39941400000001
2_280200 emilia-romagna 44.419167 10.7875 2020091 57.400386999999995
2_110100 calabria 38.275002 16.147223 2020091 40.199703
2_110000 calabria 38.371387 16.189167 2020091 200.200195
2_110200 calabria 38.222221000000005 16.044445 2020091 75.59960400000001
2_110600 calabria 38.044445 15.902778 2020091 99.999998
2_326800 calabria 39.183613 16.325834 2020091 191.59961300000003
2_110400 calabria 38.091667 16.081944 2020091 49.399413
2_326900 calabria 39.796944 16.481388 2020091 22.0
2_61600 lombardia 46.149929 9.411449000000001 2020091 127.400387
2_195400 emilia-romagna 44.191387 10.681666 2020091 75.60058500000001
2_111700 lombardia 46.174999 10.470834 2020091 115.99999799999999
2_97600 lombardia 46.2925 9.882222 2020091 43.999998
2_202700 lombardia 45.835403 9.232313000000001 2020091 147.200194
2_218800 trentino-alto-adige 46.540554 11.644444 2020091 70.80000000000001
2_219000 trentino-alto-adige 46.489166 11.391945 2020091 75.900001
2_219300 trentino-alto-adige 46.728889 12.205 2020091 50.199999999999996
2_219500 trentino-alto-adige 46.485832 10.831667 2020091 85.100001
2_219800 trentino-alto-adige 46.935833 11.365833 2020091 118.60000099999999
2_271200 molise 41.518658 14.137835 2020091 76.79996100000001
2_297500 lombardia 46.080555 10.377778 2020091 104.798834
2_278800 emilia-romagna 44.249443 11.588056 2020091 32.399415
2_273600 molise 41.700001 14.185 2020091 78.400002
2_273800 molise 41.625278 14.141110999999999 2020091 82.99995799999998
2_272800 molise 41.609444 14.250556 2020091 76.20000900000001
2_271100 campania 41.352913 14.212817999999999 2020091 118.199961
2_287400 emilia-romagna 44.316113 11.478056 2020091 43.399413
2_287700 toscana 44.138332 11.498889 2020091 85.39941199999998
2_287800 emilia-romagna 44.22361 11.672778 2020091 64.200196
2_276900 basilicata 40.251945 16.471666 2020091 41.600582
2_276500 basilicata 39.983891 16.298334 2020091 49.400389000000004
2_275700 calabria 39.710632000000004 16.496616 2020091 22.999999
2_275500 basilicata 40.07 16.103610999999997 2020091 96.400388
2_275600 basilicata 40.00111 15.796667000000001 2020091 136.400398
2_276400 calabria 39.953609 15.973056 2020091 214.400399
2_279300 calabria 39.855 16.087778 2020091 103.400393
2_136300 lazio 41.728611 13.626945000000001 2020091 131.30004399999999
2_136500 campania 41.280556 13.836389000000002 2020091 104.40000899999998
2_272300 campania 40.719444 14.770554999999998 2020091 214.40000400000002
2_272400 campania 40.646389 14.865556 2020091 130.59996800000002
2_277400 calabria 39.629723 15.851666 2020091 103.79883199999999
2_214400 calabria 40.049999 16.446945 2020091 9.799803
2_276200 calabria 38.898334999999996 16.332222 2020091 26.199223
2_275800 calabria 39.06889 16.890556 2020091 20.399902
2_278500 calabria 38.204445 16.15361 2020091 37.40039
2_276100 calabria 38.549446 16.124445 2020091 61.59960400000001
2_276000 calabria 38.499722 15.983610999999998 2020091 57.400389000000004
2_275900 calabria 38.377499 15.912778 2020091 50.799803000000004
2_280000 calabria 38.120556 15.736667 2020091 215.400386
2_280100 calabria 38.042221000000005 15.724167000000001 2020091 159.400392
2_279600 calabria 37.987499 15.728610999999999 2020091 87.40039
2_278600 calabria 37.92522 16.063264999999998 2020091 71.59960799999999
2_279200 basilicata 40.450554 15.966666 2020091 47.599609
2_272700 basilicata 40.733612 15.593055999999999 2020091 85.19994700000001
2_275100 campania 40.696388 14.645554999999998 2020091 156.999962
2_274500 campania 40.630238 14.386987 2020091 113.00000800000001
2_273900 campania 41.002777 14.780833 2020091 146.80001199999998
2_274200 campania 40.892502 14.844444000000001 2020091 133.200002
2_274800 campania 40.6525 14.638889 2020091 132.399999
2_274900 campania 40.621387 14.579445000000002 2020091 146.400012
2_272600 campania 40.651669 14.606667000000002 2020091 147.599999
2_274400 campania 40.814167 14.363334 2020091 84.200006
2_275000 campania 40.650276 14.702222 2020091 130.19999900000002
2_274600 campania 40.639168 14.533610999999999 2020091 159.000002
2_273200 campania 41.140556 15.086110999999999 2020091 94.999998
2_273700 campania 40.741943 14.758889000000002 2020091 209.999993
2_273500 campania 40.726387 14.844167 2020091 222.39999999999998
2_275300 campania 41.203609 14.242222 2020091 161.20000699999997
2_273100 campania 41.298889 15.086667000000002 2020091 75.600081
2_274700 campania 40.688889 14.514444000000001 2020091 196.39999699999998
2_272900 campania 41.280834000000006 13.978610999999999 2020091 142.199955
2_176900 basilicata 40.366665000000005 16.515278 2020091 27.799988
2_179700 basilicata 40.63937 16.432898 2020091 16.199999
2_203900 basilicata 40.167778000000006 16.651388 2020091 12.399992999999998
2_204000 basilicata 40.298332 16.726667000000003 2020091 23.400001
2_291400 emilia-romagna 44.499722 10.179444 2020091 54.199217
2_291500 emilia-romagna 44.516388 10.276667 2020091 50.800781
2_291600 emilia-romagna 44.438332 10.092778 2020091 80.59961399999999
2_291700 emilia-romagna 44.54361 10.031944000000001 2020091 82.399413
2_292000 emilia-romagna 44.795555 9.633333 2020091 44.599609
2_292300 emilia-romagna 44.636112 9.579445 2020091 90.40039399999999
2_291100 emilia-romagna 44.520278999999995 10.697778 2020091 32.999995
2_291200 emilia-romagna 44.393612 10.272778 2020091 68.99999700000001
2_291300 emilia-romagna 44.484722 10.446667 2020091 43.200193999999996
2_293300 emilia-romagna 44.764446 9.709444 2020091 84.80078
2_293400 emilia-romagna 44.447497999999996 9.618889 2020091 113.000005
2_293500 emilia-romagna 44.733055 10.023334 2020091 128.80077999999997
2_290700 toscana 44.080555 11.035833 2020091 58.201173999999995
2_290900 emilia-romagna 44.287224 11.116667 2020091 49.599606
2_294600 emilia-romagna 44.506668 11.0875 2020091 73.400389
2_320200 emilia-romagna 44.369167 11.338889 2020091 70.200194
2_233000 emilia-romagna 43.978611 12.405 2020091 73.59960899999999
2_217100 lombardia 45.909168 8.645278 2020091 199.999999
2_216000 lombardia 45.906326 8.619914999999999 2020091 172.799805
2_191900 piemonte 46.005001 8.266945 2020091 30.200194000000003
2_290100 emilia-romagna 44.108891 11.174723 2020091 56.400396
2_290500 emilia-romagna 44.222778000000005 11.325277 2020091 56.999999
2_290300 toscana 44.121944 11.381389 2020091 58.400391000000006
2_290200 toscana 44.21389 11.433611 2020091 42.39941399999999
2_290400 toscana 44.116112 11.548055999999999 2020091 86.200191
2_201900 lombardia 45.994144 8.730085 2020091 133.399412
2_203000 lombardia 45.82053 9.067033 2020091 104.799801
2_202000 lombardia 45.765640000000005 8.56697 2020091 77.399412
2_293800 emilia-romagna 44.632717 9.405358999999999 2020091 70.600583
2_298400 calabria 39.9375 15.768610999999998 2020091 113.800292
2_321100 calabria 38.582778999999995 15.8925 2020091 25.799803000000004
2_328800 friuli-venezia-giulia 46.192223 13.203610999999999 2020091 109.599616
2_328900 friuli-venezia-giulia 46.117779 13.165833 2020091 120.20117699999999
2_329100 friuli-venezia-giulia 46.115276 13.228889 2020091 114.19922100000001
2_329200 friuli-venezia-giulia 46.228611 13.161389000000002 2020091 5.0000029999999995
2_329300 friuli-venezia-giulia 46.166942999999996 13.146111 2020091 216.80078800000004
2_329400 friuli-venezia-giulia 46.19611 13.153610999999998 2020091 159.800791
2_329500 friuli-venezia-giulia 46.151669 13.213889000000002 2020091 147.40039399999998
2_329900 friuli-venezia-giulia 45.911388 13.333054999999998 2020091 152.000009
2_330100 friuli-venezia-giulia 46.392776 12.714723 2020091 116.599622
2_275400 basilicata 40.308334 15.843333 2020091 98.40038999999999
2_333500 lombardia 44.839721999999995 9.333611 2020091 64.799802
2_326600 emilia-romagna 44.877499 9.491944 2020091 27.40039
2_333700 emilia-romagna 44.751945 9.775833 2020091 75.199215
2_334300 emilia-romagna 44.593613 9.7675 2020091 67.99999399999999
2_324300 emilia-romagna 44.177776 10.818055000000001 2020091 97.59962099999998
