IDStazione Regione Latitudine Longitudine TimeLead Osservazione
1_549700 abruzzo 42.067883 13.265404 2020091 115.400023
1_548800 abruzzo 41.865002000000004 14.056389000000001 2020091 98.00000000000003
1_549400 abruzzo 41.897388 13.578911999999999 2020091 60.39989899999999
1_521600 umbria 43.048889 12.059167 2020091 97.60009699999999
1_545400 liguria 44.427971 8.934330000000001 2020091 122.20000000000002
1_545700 liguria 44.43227 8.8246 2020091 131.20000299999998
1_453500 campania 40.14389 15.561944 2020091 84.800012
1_455000 campania 40.175278000000006 15.431110999999998 2020091 126.400008
1_458100 campania 40.941113 14.021389000000001 2020091 124.999998
1_564900 valle-aosta 45.872776 7.713889 2020091 34.400018
1_516300 veneto 45.986584 12.246083 2020091 123.79999799999999
1_580000 sicilia 37.971668 15.233334 2020091 16.299999
1_580100 sicilia 37.359718 13.645466 2020091 105.300004
1_580200 sicilia 37.627604999999996 13.06222 2020091 123.79999699999998
1_580600 sicilia 37.711945 12.942778 2020091 70.700002
1_580800 sicilia 37.699692 13.259185999999998 2020091 74.100002
1_580900 sicilia 37.617203 13.433475 2020091 50.39999999999999
1_581100 sicilia 37.858055 12.665 2020091 81.70000300000001
1_581200 sicilia 37.37225 14.281226 2020091 15.600000000000001
1_581800 sicilia 37.946255 13.466299 2020091 22.599999999999998
1_582200 sicilia 37.575832 13.215554999999998 2020091 37.50000000000001
1_614200 emilia-romagna 44.766666 10.975555 2020091 39.0
1_582500 sicilia 37.820278 13.892222 2020091 127.89999900000001
1_582800 sicilia 37.038334000000006 15.060554999999999 2020091 45.199996
1_583000 sicilia 38.148056 14.777778 2020091 35.89999999999999
1_583400 sicilia 37.503338 14.646948000000002 2020091 69.7
1_583500 sicilia 37.888611 14.310832999999999 2020091 50.400000000000006
1_583600 sicilia 37.950278999999995 14.100832999999998 2020091 33.60000000000001
1_583700 sicilia 38.018055 12.886944999999999 2020091 74.50000099999998
1_583800 sicilia 37.580597 13.408083 2020091 56.600001
1_583900 sicilia 36.933334 14.925278 2020091 12.999999999999998
1_584000 sicilia 37.686668 12.807222 2020091 66.09999499999999
1_584200 sicilia 37.504677 15.078781 2020091 45.200001
1_585300 sicilia 37.189709 14.354436999999999 2020091 14.2
1_585400 sicilia 37.894535 13.556251000000001 2020091 25.599999000000004
1_585600 sicilia 37.317089 14.129631 2020091 64.30000000000001
1_585800 sicilia 38.211665999999994 15.503612 2020091 45.600001000000006
1_586000 sicilia 37.789103999999995 14.314891000000001 2020091 65.60000100000002
1_586200 sicilia 36.733334 15.109167000000001 2020091 57.899995999999994
1_586400 sicilia 37.126995 14.682070999999999 2020091 63.499997
1_586600 sicilia 37.445244 14.576066 2020091 33.10000000000001
1_586700 sicilia 38.113609000000004 15.065 2020091 24.4
1_587000 sicilia 37.670898 13.554075 2020091 134.900001
1_587100 sicilia 37.927319 12.742108 2020091 67.999999
1_587200 sicilia 37.457657 13.98225 2020091 32.1
1_587400 sicilia 37.883488 13.373907 2020091 60.699994999999994
1_587600 sicilia 37.986946 14.905833 2020091 107.200001
1_587700 sicilia 37.908054 15.145278 2020091 56.20000000000001
1_587800 sicilia 37.222221000000005 14.866667000000001 2020091 78.20000100000001
1_588400 sicilia 38.260834 15.599167000000001 2020091 32.300000000000004
1_588700 sicilia 37.468719 14.250370000000002 2020091 69.700001
1_588900 sicilia 37.831944 13.430554999999998 2020091 65.0
1_589000 sicilia 37.053024 14.818151 2020091 56.80000000000001
1_589100 sicilia 37.314438 13.988901 2020091 32.799996
1_589200 sicilia 37.787796 12.962521 2020091 42.900000999999996
1_589900 sicilia 37.611576 13.553129 2020091 30.200000000000003
1_590600 sicilia 38.485558000000005 14.931721 2020091 8.599999999999998
1_590800 sicilia 37.964065999999995 13.288795 2020091 61.399991
1_591200 sicilia 37.30389 14.218889 2020091 28.200000000000003
1_591300 sicilia 37.594444 12.968055999999999 2020091 72.80000199999999
1_591700 sicilia 37.259644 14.777648999999998 2020091 21.5
1_591800 sicilia 37.271946 14.693610999999999 2020091 6.399999000000001
1_591900 sicilia 37.329166 14.445 2020091 19.499999
1_592400 sicilia 37.585278 13.755 2020091 50.800001
1_592600 sicilia 37.604393 14.345998999999999 2020091 141.799994
1_592900 sicilia 37.145557000000004 14.396389000000001 2020091 9.3
1_593000 sicilia 37.651112 14.451379000000001 2020091 121.900001
1_593100 sicilia 37.366669 15.089726 2020091 198.70000100000004
1_593200 sicilia 37.40554 14.281699 2020091 20.199994999999998
1_593300 sicilia 38.065834 13.303332999999999 2020091 54.2
1_593400 sicilia 37.061943 14.900278 2020091 89.700001
1_593500 sicilia 38.116657000000004 13.334960999999998 2020091 38.199999999999996
1_594100 sicilia 37.671944 13.468055999999999 2020091 94.6
1_594200 sicilia 37.931740000000005 13.161087 2020091 30.199996000000002
1_594400 sicilia 37.411949 14.135937 2020091 52.29999600000001
1_594800 sicilia 37.863335 14.099722 2020091 69.100002
1_595200 sicilia 37.533699 14.871297 2020091 94.50000000000001
1_595400 sicilia 37.556389 14.502778 2020091 127.40000299999998
1_596700 sicilia 37.475883 14.535416 2020091 39.999997
1_597200 sicilia 37.914112 13.070423 2020091 28.5
1_597500 sicilia 37.837086 13.165564999999999 2020091 123.200002
1_597600 sicilia 37.951832 13.650804 2020091 30.999998000000005
1_597700 sicilia 37.882175 12.717577 2020091 42.599999999999994
1_598500 sicilia 38.099167 15.480832999999999 2020091 67.500001
1_599000 sicilia 37.650833 13.094167 2020091 69.4
1_599200 sicilia 38.09174 13.254669 2020091 60.40000100000002
1_599500 sicilia 37.979721000000005 13.190278 2020091 26.200000000000003
1_599600 sicilia 37.290729999999996 14.417697 2020091 3.0000000000000004
1_599700 sicilia 37.590614 14.037427 2020091 71.4
1_600200 sicilia 37.51292 13.126862 2020091 22.000000000000004
1_600300 sicilia 37.601593 14.591607000000002 2020091 36.899998000000004
1_600400 sicilia 36.758334999999995 14.688056 2020091 25.999999999999996
1_600800 sicilia 37.462776 14.898056 2020091 179.199999
1_601000 sicilia 37.062778 15.291945000000002 2020091 50.10000000000001
1_601100 sicilia 37.342369 14.003789999999999 2020091 34.3
1_601500 sicilia 37.897484000000006 13.303246 2020091 48.000001000000005
1_601800 sicilia 38.047459 14.807307000000002 2020091 63.200001
1_602400 sicilia 37.977135 13.341751 2020091 91.70000099999999
1_602700 sicilia 37.051666 14.590554999999998 2020091 30.6
1_602900 sicilia 37.693699 14.2621 2020091 64.699993
1_603100 sicilia 37.586472 14.172112 2020091 58.400001
1_603600 sicilia 38.177223 15.471110999999999 2020091 46.199999999999996
1_518800 emilia-romagna 44.119446 10.809167 2020091 154.80078999999998
1_625500 trentino-alto-adige 46.236389 11.185278 2020091 81.400001
1_625600 trentino-alto-adige 46.775833 10.528611 2020091 61.7
1_625700 trentino-alto-adige 46.50861 10.726666 2020091 68.8
1_625800 trentino-alto-adige 46.346942999999996 11.304722 2020091 85.4
1_625900 trentino-alto-adige 46.625 10.649445 2020091 36.0
1_626400 trentino-alto-adige 46.637501 10.461389 2020091 54.50000000000001
1_626500 trentino-alto-adige 46.647778 10.990833 2020091 55.900000999999996
1_626800 trentino-alto-adige 46.705833 10.521111 2020091 71.400001
1_618100 lombardia 45.811943 9.866111 2020091 139.79980100000003
1_619200 lombardia 45.188332 10.887777 2020091 23.999999000000003
1_622400 lombardia 44.960278 10.758333 2020091 12.999999000000003
1_623400 lombardia 45.238888 9.405278 2020091 15.200191999999998
1_618700 lombardia 45.269165 9.5625 2020091 34.800292999999996
1_616500 lombardia 45.433613 10.039166 2020091 48.200193999999996
1_622600 lombardia 45.179443 10.045 2020091 33.399413
1_617400 lombardia 45.842999 9.295 2020091 171.999998
1_623900 lombardia 46.236111 9.426666 2020091 81.600581
1_616400 lombardia 46.24361 9.596389 2020091 114.799804
1_616700 lombardia 46.105556 9.569445 2020091 170.40038899999996
1_616600 lombardia 45.660557 9.658889 2020091 198.999998
1_617800 lombardia 45.698890999999996 9.298611 2020091 89.20019400000001
1_621500 lombardia 45.912777 9.4975 2020091 166.400398
1_625100 lombardia 44.807499 9.179444 2020091 37.600097000000005
1_617500 lombardia 46.023334999999996 10.3425 2020091 75.7998
1_624400 lombardia 46.1675 9.850833 2020091 105.399412
1_619300 lombardia 45.874722 10.1775 2020091 104.600586
1_637700 liguria 44.132542 9.7903 2020091 78.60000099999999
1_616200 lombardia 45.548611 8.847222 2020091 60.799800000000005
1_625300 lombardia 45.718613 9.085834 2020091 137.59960900000002
1_620700 lombardia 46.49361 10.207222 2020091 341.20019
1_624500 lombardia 46.471942999999996 9.348056 2020091 105.600584
1_619000 lombardia 45.86972 9.639167 2020091 145.799802
1_622500 lombardia 46.038887 9.629444 2020091 207.999996
1_617100 lombardia 46.154999 9.7925 2020091 115.599605
1_619500 lombardia 46.175835 10.333611 2020091 77.00000000000001
1_621200 lombardia 45.497501 9.256667 2020091 83.99999700000001
1_621300 lombardia 45.542778000000006 9.205556 2020091 84.40039
1_618800 lombardia 45.891109 9.788889 2020091 183.800788
1_622700 lombardia 45.121666 10.195278 2020091 13.999998999999999
1_200060602 piemonte 44.122749 7.99653 2020091 72.399998
1_200060750 toscana 43.680671999999994 10.280669999999999 2020091 83.979998
1_200060751 toscana 43.919971000000004 10.369860000000001 2020091 114.189999
1_200060752 toscana 43.841862 10.51083 2020091 61.599996999999995
1_200060754 toscana 43.881640999999995 10.48444 2020091 63.6
1_200060755 toscana 44.039108 10.246310000000001 2020091 131.78999599999997
1_200060756 toscana 43.829689 10.46981 2020091 50.19999999999999
1_200060757 toscana 43.818779 10.41428 2020091 44.799999000000014
1_200060758 toscana 43.780418 10.399 2020091 43.0
1_200060759 toscana 43.864971000000004 10.43317 2020091 72.989997
1_200060763 toscana 43.867691 10.25942 2020091 114.779997
1_200060765 toscana 43.832249 10.30711 2020091 105.599997
1_200060766 toscana 43.972439 10.18475 2020091 111.999998
1_200060768 toscana 43.78125 10.27003 2020091 98.389995
1_200060769 toscana 44.210419 10.447189999999999 2020091 123.19999899999999
1_200061248 toscana 44.163891 10.520610000000001 2020091 121.60000000000001
1_200060771 toscana 44.028919 10.36053 2020091 120.19999699999998
1_200060773 toscana 43.929081 10.515419999999999 2020091 90.599998
1_200060774 toscana 44.05986 10.56783 2020091 93.59999799999999
1_200060775 toscana 44.008469 10.80406 2020091 51.399998999999994
1_200060777 toscana 44.094002 10.17067 2020091 113.579999
1_200060778 toscana 44.03014 10.17183 2020091 123.79999899999999
1_200060780 toscana 44.05764 10.20753 2020091 108.999998
1_200060782 toscana 43.933640000000004 10.28103 2020091 97.199999
1_200060783 toscana 43.968922 10.336030000000001 2020091 98.40000099999999
1_200060784 toscana 44.159420000000004 10.38631 2020091 108.19999999999999
1_200060785 toscana 44.299999 9.8 2020091 107.59000000000002
1_200060786 toscana 44.333 10.0335 2020091 40.20000000000002
1_200060787 toscana 44.456249 9.82325 2020091 95.599999
1_200060788 toscana 44.339141999999995 9.82211 2020091 93.999998
1_200060789 toscana 44.310081 9.98453 2020091 59.8
1_200060790 toscana 43.985329 10.31472 2020091 101.389999
1_200060792 toscana 44.24239 10.00331 2020091 68.39999999999999
1_200060793 toscana 43.952332 10.42267 2020091 114.389997
1_200060794 toscana 43.873470000000005 10.37883 2020091 134.39
1_200060795 toscana 44.06419 10.44314 2020091 116.58999999999999
1_200060796 toscana 44.28236 9.8635 2020091 91.98999800000001
1_200060797 toscana 44.210949 10.11631 2020091 60.59999900000001
1_200060798 toscana 44.284439 10.30103 2020091 92.389999
1_200060799 toscana 44.028529999999996 10.27586 2020091 129.38999900000002
1_200060800 toscana 43.991828999999996 10.25192 2020091 103.799996
1_200060801 toscana 44.005051 10.271469999999999 2020091 121.18999600000002
1_200060802 toscana 44.023689000000005 10.22847 2020091 127.599997
1_200060806 toscana 44.352940000000004 9.76406 2020091 141.189995
1_200060808 toscana 44.366638 9.955919999999999 2020091 59.800000000000004
1_200060809 toscana 44.303471 10.119530000000001 2020091 61.39999999999999
1_200060810 toscana 44.246860999999996 10.15167 2020091 56.2
1_200060811 toscana 44.17086 10.208169999999999 2020091 93.80000000000001
1_200060813 toscana 44.058310999999996 10.16822 2020091 105.78999900000001
1_200060814 toscana 44.466389 9.9205 2020091 97.799999
1_200060815 toscana 44.304138 10.21678 2020091 94.19999899999999
1_200060816 toscana 44.155941 10.03331 2020091 58.8
1_200060817 toscana 44.169109000000006 10.150030000000001 2020091 69.2
1_200060818 toscana 44.138969 10.673969999999999 2020091 111.99999800000002
1_200060819 toscana 44.132751 10.743310000000001 2020091 118.79
1_200060820 toscana 44.1297 10.78197 2020091 68.79
1_200060821 toscana 44.108471 10.28933 2020091 137.79999699999996
1_200060822 toscana 44.07206 10.79422 2020091 70.4
1_200060823 toscana 44.055279 10.78839 2020091 68.58999800000001
1_200060824 toscana 44.09008 10.45275 2020091 100.60000000000001
1_200060825 toscana 44.01981 10.535169999999999 2020091 102.58999800000001
1_200060827 toscana 44.098171 10.751669999999999 2020091 95.599998
1_200060828 toscana 44.04314 10.71953 2020091 71.2
1_200060829 toscana 44.002029 10.55742 2020091 96.78999799999998
1_200060830 toscana 43.979778 10.55153 2020091 92.19999999999999
1_200060833 toscana 44.05875 10.25956 2020091 145.79999599999996
1_200060834 toscana 43.996311 10.36336 2020091 107.969997
1_200060835 toscana 43.999668 10.43219 2020091 100.80000000000001
1_200060836 toscana 44.00956 10.319189999999999 2020091 109.400001
1_200060837 toscana 44.134861 10.197189999999999 2020091 117.78999999999999
1_200060838 toscana 44.235062 10.33269 2020091 95.6
1_200060839 toscana 44.255939 10.309610000000001 2020091 88.189998
1_200060840 toscana 44.083832 10.12878 2020091 73.4
1_200060841 toscana 44.369251 9.88317 2020091 89.47
1_200060842 toscana 44.108748999999996 10.53406 2020091 104.4
1_200060843 toscana 44.202301 10.0625 2020091 49.60000000000001
1_651800 puglia 41.823002 15.240666000000001 2020091 28.8
1_651900 puglia 40.938168 17.301167 2020091 22.8
1_652000 puglia 40.821667 16.408167000000002 2020091 44.599999999999994
1_200060845 toscana 44.041579999999996 10.83253 2020091 79.19999899999999
1_200060846 toscana 43.880001 11.0 2020091 50.189999
1_200060848 toscana 43.68 10.59 2020091 36.0
1_200060849 toscana 43.665217999999996 10.63119 2020091 53.59
1_200060854 toscana 43.591949 10.68436 2020091 46.2
1_200060855 toscana 43.63792 10.39086 2020091 54.400000000000006
1_200060856 toscana 43.631939 10.85083 2020091 93.60000000000001
1_200060857 toscana 43.65139 10.58789 2020091 41.0
1_200060858 toscana 43.409939 10.67061 2020091 97.789998
1_200060859 toscana 43.455502 10.83019 2020091 115.400002
1_200060860 toscana 43.712139 10.41244 2020091 53.99999999999999
1_200060862 toscana 43.408970000000004 10.86228 2020091 95.19999800000001
1_200060863 toscana 43.774059 10.65692 2020091 56.98999799999999
1_200060864 toscana 43.599831 10.35208 2020091 73.6
1_200060865 toscana 43.991199 10.964139999999999 2020091 47.979998
1_200060866 toscana 43.819171999999995 10.826080000000001 2020091 43.999999
1_200060867 toscana 43.724171000000005 10.946060000000001 2020091 46.39
1_200060869 toscana 43.95369 10.82311 2020091 54.999998999999995
1_200060870 toscana 43.892421999999996 10.77133 2020091 43.999998999999995
1_200060871 toscana 43.922779 10.89358 2020091 33.800000000000004
1_200060872 toscana 43.845051 10.907639999999999 2020091 50.0
