1;1
2;10
3;11
4;12
5;13
6;14
7;15
8;16
9;17
10;18
11;19
12;2
13;20
14;21
15;22
16;23
17;24
18;25
19;26
20;27 E
21;27 W
22;28
23;29
24;3
25;30
26;31
27;32
28;33
29;34
30;35
31;36
32;37
33;38
34;39
35;4
36;40
37;41
38;42
39;43 E
40;43 W
41;44
42;45
43;46 N
44;46 S
45;47
46;48
47;49
48;5
70;50 S
50;51
51;52
52;53 E
53;53 W
54;54
55;55
56;56 N
57;56 S
58;57
59;58
60;59
61;6
62;60
63;61
64;62
65;63
66;64
67;7
68;8
69;9
49;50 N
