MA01383 2020060100 0018 0000 0184 9999 9999 9999 0241
MA01383 2020060100 0030 0000 0144 9999 9999 9999 0094
MA01384 2020060100 0018 0000 0191 9999 9999 0071 0226
MA01384 2020060100 0030 0000 0162 9999 9999 0073 0106
MA01385 2020060100 0018 0000 0226 9999 9999 0060 0236
MA01385 2020060100 0030 0000 0157 9999 9999 0085 0106
MA01386 2020060100 0018 0003 9999 9999 9999 9999 9999
MA01386 2020060100 0030 0003 9999 9999 9999 9999 9999
MA01387 2020060100 0018 9999 9999 9999 9999 9999 9999
MA01387 2020060100 0030 9999 9999 9999 9999 9999 9999
MA01388 2020060100 0018 0000 9999 9999 9999 9999 9999
MA01388 2020060100 0030 0000 9999 9999 9999 9999 9999
MA01389 2020060100 0018 0001 0211 9999 9999 0059 0232
MA01389 2020060100 0030 0001 0178 9999 9999 0069 0121
MA01390 2020060100 0018 0000 0219 9999 9999 0063 0246
MA01390 2020060100 0030 0000 0184 9999 9999 0069 0117
MA01391 2020060100 0018 0000 0181 9999 9999 0067 0210
MA01391 2020060100 0030 0000 0127 9999 9999 0085 0095
MA01392 2020060100 0018 9999 0200 9999 9999 0066 0238
MA01392 2020060100 0030 9999 0168 9999 9999 0087 0088
MA01393 2020060100 0018 0002 0186 9999 9999 0072 0224
MA01393 2020060100 0030 0002 0153 9999 9999 0076 0114
MA01394 2020060100 0018 0000 0203 9999 9999 0064 0231
MA01394 2020060100 0030 0000 0153 9999 9999 0072 0099
MA01395 2020060100 0018 0000 9999 9999 9999 9999 9999
MA01395 2020060100 0030 0000 9999 9999 9999 9999 9999
MA01396 2020060100 0018 0000 9999 9999 9999 9999 9999
MA01396 2020060100 0030 0000 9999 9999 9999 9999 9999
MA01397 2020060100 0018 0004 0175 9999 9999 0072 0209
MA01397 2020060100 0030 0004 0146 9999 9999 0100 0071
MA01398 2020060100 0018 9999 9999 9999 9999 9999 9999
MA01398 2020060100 0030 9999 9999 9999 9999 9999 9999
MA01399 2020060100 0018 0000 0199 9999 9999 0058 0226
MA01399 2020060100 0030 0000 0163 9999 9999 0085 0049
MA01400 2020060100 0018 0000 0167 0010 0011 0058 0188
MA01400 2020060100 0030 0000 0159 0203 0006 0057 0128
MA01401 2020060100 0018 0000 0203 9999 9999 0062 0228
MA01401 2020060100 0030 0000 0154 9999 9999 0086 0092
MA01402 2020060100 0018 9999 9999 9999 9999 9999 9999
MA01402 2020060100 0030 9999 9999 9999 9999 9999 9999
MA01403 2020060100 0018 0003 0183 9999 9999 0066 0212
MA01403 2020060100 0030 0003 0167 9999 9999 0087 0084
MA01404 2020060100 0018 0028 0127 9999 9999 0076 0181
MA01404 2020060100 0030 0028 0148 9999 9999 0068 0104
